Number,State,State_Code,Organization_Name,Type,Email,Phone,Website,Address,City,Zip_Code,Description
659,New York,NY,Humane Society of Rochester and Monroe County,Humane Society,info@lollypop.org,(585) 223-1330,https://www.lollypop.org,99 Victor Road,Fairport,14450,Among NY's largest humane societies. Lollypop Farm provides animal welfare services to Rochester and Monroe County.
660,New York,NY,Southampton Animal Shelter Foundation,Shelter,info@sasf.org,(631) 728-7387,https://www.sasf.org,102 Old Riverhead Road,Hampton Bays,11946,"Received $500,000 for new Behavior Training Center allowing year-round rehabilitation work with dogs."
661,New York,NY,Sean Casey Animal Rescue,Rescue,info@nyanimalrescue.org,(718) 436-5163,https://www.nyanimalrescue.org,153 East 3rd Street,Brooklyn,11218,"Brooklyn-based nonprofit providing shelter, medical care, and adoption services for cats, dogs, and small animals."
662,New York,NY,Finger Lakes SPCA of CNY,Spca,info@flspcaofcny.org,(315) 253-5841,https://www.flspcaofcny.org,41 York Street,Auburn,13021,"Offers pet adoption, low-cost spay/neuter services, and community help to keep animals safe and loved."
663,New York,NY,Humane Society of Walden,Humane Society,info@waldenhumane.org,(845) 778-5115,https://waldenhumane.org,2489 Albany Post Road,Walden,12586,"No-kill, nonprofit safe haven for stray and abandoned cats and dogs. Serves Montgomery, Walden, Maybrook, Crawford, and surrounding communities."
664,Ohio,OH,Columbus Humane,Humane Society,info@columbushumane.org,(614) 777-7387,https://www.columbushumane.org,3015 Scioto Darby Executive Court,Hilliard,43026,"Advancing animal welfare since 1883. Works with over 8,000 animals and thousands more people annually. Responds to reports of animal cruelty and neglect."
665,Ohio,OH,Ohio SPCA,Spca,info@ohiospca.org,(419) 991-1775,https://www.ohiospca.org,3606 Elida Road,Lima,45807,"501(c)(3) dedicated to rescuing, rehoming, and rehabilitating animals. Animal Shelter houses up to 300 cats and 80 dogs. Farm Sanctuary with 50+ rescued farm animals."
666,Ohio,OH,Rescue Village,Humane Society,info@rescuevillage.org,(440) 338-4819,https://www.rescuevillage.org,15463 Chillicothe Road,Novelty,44072,"Humane society serving Cleveland area's eastern communities. Partners with 45+ shelters and rescues regionally. Helps around 3,000 animals annually."
667,Ohio,OH,PAWS Ohio,Rescue,info@pawsohio.org,(216) 407-0109,https://www.pawsohio.org,,Cleveland,44114,"Founded 1976, 501(c)(3) no-kill organization. One of Ohio's most reputable cat and dog rescue groups. Foster-based rescue - no physical shelter."
668,Ohio,OH,Northeast Ohio SPCA,Spca,info@northeastohiospca.org,(216) 351-7387,https://northeastohiospca.org,9555 Brookpark Road,Parma,44129,"No-kill pet shelter and clinic. No-kill, nonprofit private agency receiving no government funding."
669,Ohio,OH,Toledo Humane Society,Humane Society,info@toledohumane.org,(419) 891-0705,https://toledohumane.org,827 Illinois Avenue,Maumee,43537,"Hundreds of dogs, cats, puppies, kittens, and pocket pets looking for homes. All animals receive medical exam, vaccines, microchip, and spay/neuter before adoption."
670,Ohio,OH,Summit County Humane Society,Humane Society,info@summithumane.org,(330) 487-0333,https://summithumane.org,7996 Darrow Road,Twinsburg,44087,Humane Society of Greater Akron serving Summit County and the Akron area.
671,Ohio,OH,One of a Kind Pet Rescue,Rescue,info@oneofakindpets.com,(330) 865-6200,https://www.oneofakindpets.com,1929 West Market Street,Akron,44313,Nearly 100% of animals rescued from euthanasia. All spayed/neutered and current on vaccinations before adoption.
672,Ohio,OH,Haven for Pets,Rescue,info@havenforpets.org,(330) 608-4823,https://havenforpets.org,,Akron,44310,"All volunteer animal rescue group helping dogs and cats in Summit County, Ohio."
673,Ohio,OH,CHA Animal Shelter,Shelter,info@chaanimalshelter.org,(614) 268-6964,https://chaanimalshelter.org,3929 Indianola Avenue,Columbus,43214,Animal shelter serving the Columbus area with cats and dogs available for adoption.
674,Ohio,OH,Stop The Suffering Animal Rescue,Rescue,info@stopthesuffering.org,,https://www.stopthesuffering.org,,Columbus,43215,"Columbus-based nonprofit rescuing dogs and cats from high kill shelters, primarily in Ohio, and transporting them to safety."
675,Ohio,OH,Cuyahoga County Animal Shelter,Animal Control,info@animalshelter.cuyahogacounty.gov,(216) 525-7877,https://animalshelter.cuyahogacounty.gov,9500 Sweet Valley Drive,Valley View,44125,Provides temporary home to lost or stray dogs. Dog licensing authority for Cuyahoga County.
676,Ohio,OH,League for Animal Welfare,Shelter,info@lfaw.org,(513) 735-2299,https://lfaw.org,4193 Taylor Road,Cincinnati,45103,Animal welfare organization serving the Cincinnati area with adoption and rescue services.
677,Ohio,OH,Clermont Animal CARE Humane Society,Humane Society,info@clermontanimalcare.org,(513) 732-8854,https://clermontanimalcare.org,4025 Filager Road,Batavia,45103,Humane society serving Clermont County in the greater Cincinnati area.
678,Ohio,OH,Cleveland Animal Protective League,Rescue,info@clevelandapl.org,(216) 771-4616,https://clevelandapl.org,1729 Willey Avenue,Cleveland,44113,"Animal protective league serving Cleveland with separate services for admissions, adoptions, and spay-neuter."
679,Oklahoma,OK,Oklahoma Humane Society,Humane Society,info@okhumane.org,(405) 286-9900,https://okhumane.org,7500 N Western Avenue,Oklahoma City,73116,Founded 2007 to end needless euthanasia. Formal partnership with Oklahoma City Animal Shelter - majority of animals transferred from City shelter.
680,Oklahoma,OK,Humane Society of Tulsa,Humane Society,info@tulsapets.com,(918) 495-3647,https://www.tulsapets.com,6232 E 60th Street,Tulsa,74135,"Private nonprofit committed to responsible pet ownership and population control. Can respond to emergency and disaster situations with rescue, sheltering, and vet services."
681,Oklahoma,OK,Northern Oklahoma Humane Society,Humane Society,info@nokhs.com,(580) 765-9989,https://www.nokhs.com,1501 N 4th Street,Ponca City,74601,"Nonprofit shelter committed to dog and cat adoption, animal welfare promotion, and low-cost spay/neuter services. Reunites lost pets and finds homes for abandoned animals."
682,Oklahoma,OK,Safe Haven Animal Rescue,Rescue,info@safehavenanimalrescue.org,,https://www.safehavenanimalrescue.org,,Oklahoma City,73107,"Nonprofit dedicated to finding homes for homeless and abandoned animals in OKC metro. 100% volunteer, no agency funding, no-kill rescue."
683,Oklahoma,OK,Tulsa SPCA,Spca,info@tulsaspca.org,(918) 428-7722,https://tulsaspca.org,4875 E 68th Street,Tulsa,74136,"Aims to improve the lives of dogs and cats, as well as their human companions in the Tulsa area."
684,Oklahoma,OK,Pets & People Humane Society,Humane Society,info@petsandpeople.com,(405) 350-7387,https://petsandpeople.com,701 Fretz Drive,Yukon,73099,Humane society serving Yukon and the Oklahoma City metro west area.
685,Oklahoma,OK,Free To Live,Rescue,info@freetolive.org,(405) 330-0076,https://freetolive.org,,Edmond,73034,"Provides housing and medical care for homeless dogs and cats, adoption program, and education on responsible pet ownership."
686,Oklahoma,OK,Second Chance Animal Rescue,Rescue,info@secondchancenorman.com,(405) 310-3537,https://www.secondchancenorman.com,,Norman,73069,Animal rescue organization serving Norman and central Oklahoma area.
687,Oklahoma,OK,Oklahoma Pet Collective Society,Rescue,info@okpetcollective.org,,https://www.okpetcollective.org,,Oklahoma City,73102,Animal rescue collective serving the Oklahoma City metropolitan area.
688,Oklahoma,OK,Mutt Misfits Society,Rescue,info@muttmisfits.org,,https://muttmisfits.org,,Oklahoma City,73106,Dog rescue organization serving Oklahoma City and surrounding communities.
689,Oklahoma,OK,Rogers County Humane Society,Humane Society,info@rogerscountyhumanesociety.org,(918) 266-2111,https://rogerscountyhumanesociety.org,3600 N Highway 88,Claremore,74017,Humane society serving Rogers County in northeastern Oklahoma.
690,Oklahoma,OK,Okmulgee Humane Society,Humane Society,info@okmulgeehumane.org,(918) 756-6807,https://okmulgeehumane.org,,Okmulgee,74447,Humane society serving Okmulgee and surrounding eastern Oklahoma communities.
691,Oklahoma,OK,Sapulpa Furry Friends,Rescue,info@sapulpafurryfriends.org,,https://sapulpafurryfriends.org,,Sapulpa,74066,Animal rescue organization serving Sapulpa and Creek County in eastern Oklahoma.
692,Oklahoma,OK,Maltese Rescue of OKC,Rescue,info@malteserescueokc.org,(405) 919-2239,https://malteserescueokc.org,,Oklahoma City,73116,Breed-specific rescue for Maltese dogs in the Oklahoma City area.
693,Oklahoma,OK,Muskogee Animal Shelter,Animal Control,animalcontrol@muskogeeonline.org,(918) 684-6255,https://muskogeeonline.org/animal-shelter,501 Callahan Street,Muskogee,74401,Municipal animal shelter serving Muskogee and surrounding area in eastern Oklahoma.
694,Oregon,OR,Oregon Humane Society,Humane Society,info@oregonhumane.org,(503) 285-7722,https://www.oregonhumane.org,1067 NE Columbia Boulevard,Portland,97211,"Oregon-based nonprofit with Portland and Salem campuses. Finds homes for nearly 12,000 pets annually. Second Chance program brings 7,500 pets from partner shelters."
695,Oregon,OR,Oregon Humane Society Salem Campus,Humane Society,salem@oregonhumane.org,(503) 585-5900,https://www.oregonhumane.org,4246 Turner Road SE,Salem,97317,Salem campus of Oregon Humane Society. Open 10am-7pm daily for adoptions.
696,Oregon,OR,Greenhill Humane Society,Humane Society,info@green-hill.org,(541) 689-1503,https://www.green-hill.org,88530 Green Hill Road,Eugene,97402,Caring for animals in Lane County since 1944. Only life-saving animal shelter within the Eugene/Springfield area.
697,Oregon,OR,Oregon Dog Rescue,Rescue,info@oregondogrescue.org,(503) 639-6325,https://www.oregondogrescue.org,6515 SW 190th Avenue,Beaverton,97078,"No-kill shelter since 2007 serving greater Portland. 501(c)(3) nonprofit preparing close to 2,000 dogs annually for adoption. Supported by donations and adoption fees."
698,Oregon,OR,SafeHaven Humane Society,Humane Society,info@safehavenhumane.org,(541) 928-2789,https://safehavenhumane.org,32220 Old Highway 34,Tangent,97389,"Private nonprofit animal shelter serving the needs of over 2,500 pets each year."
699,Oregon,OR,Homeward Bound Pets Humane Society,Humane Society,info@hbpets.org,(503) 472-0341,https://hbpets.org,920 SW 3rd Street,McMinnville,97128,Oregon's FIRST no-kill shelter. Helping cats and dogs in McMinnville and Yamhill County for nearly 50 years.
700,Oregon,OR,The Pixie Project,Rescue,info@pixieproject.org,(503) 542-3433,https://www.pixieproject.org,510 NE MLK Jr Boulevard,Portland,97232,"Nonprofit animal adoption center and rescue offering pet adoption, owner education, and low cost spay/neuter and veterinary services."
701,Oregon,OR,Cat Adoption Team,Rescue,info@catadoptionteam.org,(503) 925-8903,https://catadoptionteam.org,14175 SW Galbreath Drive,Sherwood,97140,Cat rescue organization serving the Portland metro area.
702,Oregon,OR,Animal Aid,Rescue,info@animalaidpdx.org,(503) 292-6628,https://animalaidpdx.org,5335 SW 42nd Avenue,Portland,97221,Animal rescue organization serving Portland and surrounding communities.
703,Oregon,OR,Multnomah County Animal Services,Animal Control,mcas@multco.us,(503) 988-7387,https://multcopets.org,1700 West Historic Columbia River Highway,Troutdale,97060,County animal services serving Multnomah County and the greater Portland area.
704,Oregon,OR,Willamette Humane Society,Humane Society,info@whs4pets.org,(503) 585-5900,https://whs4pets.org,4246 Turner Road SE,Salem,97317,Humane society serving Salem and the Willamette Valley.
705,Oregon,OR,Indigo Rescue,Rescue,info@indigorescue.org,(503) 690-7206,https://indigorescue.org,,Beaverton,97007,Animal rescue organization serving Beaverton and the Portland metro west area.
706,Oregon,OR,Kitsap Humane Society,Humane Society,info@kitsap-humane.org,(541) 882-1119,https://kitsap-humane.org,,Klamath Falls,97601,Humane society serving Klamath Falls and southern Oregon.
707,Oregon,OR,Rogue Valley Humane Society,Humane Society,info@roguevalleyhumanesociety.org,(541) 474-5458,https://roguevalleyhumanesociety.org,429 SW Foundry Street,Grants Pass,97526,Humane society serving Grants Pass and the Rogue Valley in southern Oregon.
708,Oregon,OR,Heartland Humane Society,Humane Society,info@heartlandhumane.org,(541) 757-9000,https://heartlandhumane.org,398 SW Twin Oaks Circle,Corvallis,97333,Humane society serving Corvallis and Benton County.
709,Pennsylvania,PA,Pennsylvania SPCA,Spca,info@pspca.org,(215) 426-6300,https://www.pspca.org,350 East Erie Avenue,Philadelphia,19134,"For 150 years, rescuing animals from cruelty and neglect. Offers high-quality, low-cost veterinary care options."
710,Pennsylvania,PA,Humane Animal Rescue of Pittsburgh,Rescue,info@humaneanimalrescue.org,(412) 345-7300,https://humaneanimalrescue.org,6926 Hamilton Avenue,Pittsburgh,15208,"One of Pennsylvania's largest nonprofits. Two domestic animal shelters and Wildlife Rehabilitation Center. Helps more than 25,000 animals annually."
711,Pennsylvania,PA,Philadelphia Animal Welfare Society (PAWS),Rescue,info@phillypaws.org,(215) 298-9680,https://phillypaws.org,100 North 2nd Street,Philadelphia,19106,City's largest no-kill rescue partner and provider of low-cost spay/neuter. Working toward making Philadelphia a no-kill city.
712,Pennsylvania,PA,Morris Animal Refuge,Rescue,info@morrisanimalrefuge.org,(215) 735-3256,https://morrisanimalrefuge.org,1242 Lombard Street,Philadelphia,19147,"Founded 1874, pioneer in Animal Welfare. America's First animal refuge. Committed to adoption, education, and high-quality care."
713,Pennsylvania,PA,Animal Friends,Rescue,info@thinkingoutsidethecage.org,(412) 847-7000,https://thinkingoutsidethecage.org,562 Camp Horn Road,Pittsburgh,15237,"Serving Pittsburgh for more than 80 years since 1943. In 2024: rescued 1,429 animals, matched 1,361 pets with adoptive families."
714,Pennsylvania,PA,Animal Rescue League of Western PA,Rescue,info@animalrescue.com,(412) 661-6452,https://animalrescue.com,6620 Hamilton Avenue,Pittsburgh,15206,Animal rescue organization serving western Pennsylvania and the Pittsburgh area.
715,Pennsylvania,PA,Western PA Humane Society,Humane Society,info@wpahumane.org,(412) 321-4625,https://wpahumane.org,1101 Western Avenue,Pittsburgh,15233,Humane society serving Pittsburgh and western Pennsylvania.
716,Pennsylvania,PA,Philadelphia Animal Care and Control,Animal Control,info@acctphilly.org,(267) 385-3800,https://acctphilly.org,111 W Hunting Park Avenue,Philadelphia,19140,City animal care and control providing shelter services for Philadelphia.
717,Pennsylvania,PA,Humane Society of Harrisburg Area,Humane Society,info@humanesocietyhbg.org,(717) 564-3320,https://humanesocietyhbg.org,7790 Grayson Road,Harrisburg,17111,Humane society serving Harrisburg and the capital region.
718,Pennsylvania,PA,Humane Pennsylvania,Humane Society,info@humanepa.org,(610) 921-2348,https://humanepa.org,1801 N 11th Street,Reading,19604,Statewide animal welfare organization serving multiple Pennsylvania communities.
719,Pennsylvania,PA,Last Chance Ranch,Rescue,info@lastchanceranchpa.org,(215) 538-2510,https://lastchanceranchpa.org,9 Beck Road,Quakertown,18951,Animal rescue organization serving Bucks County and surrounding areas.
720,Pennsylvania,PA,City Kitties,Rescue,info@citykitties.org,(215) 342-0660,https://citykitties.org,,Philadelphia,19122,"Focuses on rescuing and rehoming cats, providing foster care, medical treatment, and outreach to manage feline overpopulation."
721,Pennsylvania,PA,Red Paw Emergency Relief Team,Nonprofit,info@redpaw.org,(215) 828-5855,https://redpaw.org,,Philadelphia,19123,Provides emergency services and support to pets and owners displaced by disasters.
722,Pennsylvania,PA,Brandywine Valley SPCA,Spca,info@bvspca.org,(610) 692-6113,https://bvspca.org,1212 Phoenixville Pike,West Chester,19380,SPCA serving the Brandywine Valley and Chester County area.
723,Pennsylvania,PA,Central PA Humane Society,Humane Society,info@centralpahumane.org,(814) 942-5402,https://centralpahumane.org,1837 East Pleasant Valley Boulevard,Altoona,16602,Humane society serving central Pennsylvania and the Altoona area.
724,Rhode Island,RI,Rhode Island SPCA,Spca,info@rispca.org,(401) 438-8150,https://www.rispca.org,186 Amaral Street,Riverside,02915,"Founded 1870, oldest humane animal welfare organization in Rhode Island and third oldest in the US. Private nonprofit receiving no local or federal funding."
725,Rhode Island,RI,Providence Animal Rescue League,Rescue,info@parl.org,(401) 421-1399,https://www.parl.org,34 Elbow Street,Providence,02903,"100+ year-old 501(c)(3) urban animal shelter. Receives no federal/state funding. Provides care, medical treatment, and adoption services to 2,000+ animals annually."
726,Rhode Island,RI,Animal Rescue Rhode Island,Rescue,info@animalrescueri.org,(401) 783-7606,https://www.animalrescueri.org,506B Curtis Corner Road,Wakefield,02879,Dedicated to rescuing companion animals in need and the humane welfare of homeless animals.
727,Rhode Island,RI,Robert Potter League for Animals,Shelter,info@potterleague.org,(401) 846-8276,https://potterleague.org,87 Oliphant Lane,Middletown,02842,One of Rhode Island's largest animal welfare organizations serving the Newport County area.
728,Rhode Island,RI,EGAPL Heart of Rhode Island,Rescue,info@heartofri.org,(401) 467-3670,https://heartofri.org,44 Worthington Road,Cranston,02920,Animal rescue serving the heart of Rhode Island with adoption and rescue services.
729,Rhode Island,RI,Friends of Providence Animal Care & Control Center,Nonprofit,info@friendsofpaccc.org,(401) 243-6040,https://www.friendsofpaccc.org,200 Terminal Road,Providence,02905,501(c)(3) nonprofit supporting Providence Animal Care & Control Center and fostering humane care of animals in the city.
730,Rhode Island,RI,Rhode Home Rescue,Rescue,info@rhodehomerescue.org,,https://www.rhodehomerescue.org,,Providence,02903,"100% volunteer run, 501(c)(3) foster-based dog rescue. Pulls dogs from high kill shelters, abuse and neglect situations, and owner surrenders."
731,Rhode Island,RI,City of Providence Animal Control,Animal Control,animalcontrol@providenceri.gov,(401) 243-6040,https://www.providenceri.gov/animal-control,200 Terminal Road,Providence,02905,"City animal control with 'low risk euthanasia' philosophy since 2015. Works to improve live release rate via adoptions, returns, and rescue transfers."
732,Rhode Island,RI,North Providence Animal Welfare Society,Rescue,info@npaws.org,,https://npaws.org,,North Providence,02911,100% volunteer nonprofit 501(c)(3) committed to advocating for shelter services while helping keep pets out of the shelter system.
733,Rhode Island,RI,Ten Lives Cat Rescue,Rescue,info@tenlivescatrescue.org,,https://tenlivescatrescue.org,,Providence,02909,501(c)(3) nonprofit dedicated to providing dignity to cats while reducing the homeless cat population.
734,Rhode Island,RI,Can Do Rescue Group,Rescue,info@candorescue.org,,https://candorescue.org,,Providence,02903,Animal welfare organization founded 2017 serving Rhode Island.
735,Rhode Island,RI,Barrington Services for Animals,Rescue,info@barringtonservicesforanimals.org,,https://barringtonservicesforanimals.org,,Barrington,02806,Animal welfare organization founded 2002 serving Barrington and surrounding communities.
736,Rhode Island,RI,New England Humane Society,Humane Society,info@nehumanesociety.org,,https://nehumanesociety.org,,Warwick,02886,Humane society serving Rhode Island and New England region.
737,Rhode Island,RI,Warwick Animal Shelter,Animal Control,animalshelter@warwickri.gov,(401) 468-4377,https://warwickri.gov/animal-shelter,101 Arthur W. Devine Boulevard,Warwick,02886,Municipal animal shelter serving Warwick and Kent County.
738,Rhode Island,RI,Woonsocket Animal Shelter,Animal Control,animalshelter@woonsocketri.org,(401) 766-3421,,200 Cumberland Street,Woonsocket,02895,Municipal animal shelter serving Woonsocket and northern Rhode Island.
739,South Carolina,SC,Charleston Animal Society,Shelter,info@charlestonanimalsociety.org,(843) 747-4849,https://charlestonanimalsociety.org,2455 Remount Road,North Charleston,29406,"South Carolina's #1 Charity since 1874. Open-admissions shelter serving Charleston County. Currently caring for 1,300+ animals. Responds to animals in crisis from disasters."
740,South Carolina,SC,Greenville Humane Society,Humane Society,info@greenvillehumane.com,(864) 242-3626,https://greenvillehumane.com,305 Airport Road,Greenville,29607,One of the largest no-kill facilities in the Southeast. Works with community to create environment where all animals are treated with compassion and respect.
741,South Carolina,SC,Humane Society of South Carolina,Humane Society,info@humanesc.org,(803) 783-1267,https://humanesc.org,121 Humane Lane,Columbia,29209,"501(c)(3) charitable organization. Mission to end animal cruelty, neglect, and overpopulation through low-cost spay/neuter and feral cat colony management."
742,South Carolina,SC,Pet Helpers,Shelter,info@pethelpers.org,(843) 795-1110,https://pethelpers.org,1447 Folly Road,Charleston,29412,"No-kill shelter saving 57,000+ lives from euthanasia through adoption and fostering. Provides low-cost spay/neuter and humane education."
743,South Carolina,SC,Hallie Hill Animal Sanctuary,Sanctuary,info@halliehill.com,(843) 889-3713,https://www.halliehill.com,5604 New Road,Hollywood,29449,"501(c)(3) sanctuary providing permanent home for abandoned, abused, or neglected animals. 30+ acres with large enclosures. Helps Charleston achieve no-kill status."
744,South Carolina,SC,Dorchester Paws,Shelter,info@dorchesterpaws.org,(843) 871-3820,https://dorchesterpaws.org,136 Four Paws Lane,Summerville,29483,Only open-admission shelter in Dorchester County. Part of No Kill South Carolina Coalition. Achieved 93% live release rate in 2021.
745,South Carolina,SC,Columbia Animal Services,Animal Control,animalservices@columbiasc.gov,(803) 776-7387,https://animalservices.columbiasc.gov,127 Humane Lane,Columbia,29209,Only open admission shelter serving all pets and individuals in true need of shelter intervention within Richland County.
746,South Carolina,SC,Humane Society of York County,Humane Society,info@hsyc.org,(803) 802-0902,https://hsyc.org,8177 Charlotte Highway,Fort Mill,29707,"Local nonprofit serving the greater Charlotte region including York, Lancaster, and Mecklenburg counties."
747,South Carolina,SC,LowCountry Animal Rescue,Rescue,info@lowcountryanimalrescue.org,,https://lowcountryanimalrescue.org,,Ladson,29456,Animal rescue organization serving the Lowcountry region of coastal South Carolina.
748,South Carolina,SC,Dusty Tails Animal Rescue,Rescue,info@dustytailsrescue.org,,https://dustytailsrescue.org,,North Charleston,29405,Animal rescue serving the Charleston area.
749,South Carolina,SC,Cindy Lou's Sanctuary,Sanctuary,info@cindyloussanctuary.org,,https://cindyloussanctuary.org,,Moncks Corner,29461,Animal sanctuary serving Berkeley County in the Charleston metro area.
750,South Carolina,SC,Spartanburg Humane Society,Humane Society,info@spartanburghumane.org,(864) 583-4805,https://spartanburghumane.org,150 Dexter Road,Spartanburg,29303,Humane society serving Spartanburg and the Upstate region of South Carolina.
751,South Carolina,SC,Anderson County PAWS,Shelter,info@andersoncountypaws.org,(864) 260-4147,https://andersoncountypaws.org,1320 SC Highway 28 Bypass,Anderson,29624,Animal shelter serving Anderson County in the Upstate region.
752,South Carolina,SC,Florence Area Humane Society,Humane Society,info@florencehumane.org,(843) 629-7387,https://florencehumane.org,2100 West Palmetto Street,Florence,29501,Humane society serving Florence and the Pee Dee region of South Carolina.
753,South Carolina,SC,Beaufort County Animal Shelter,Animal Control,animalservices@bcgov.net,(843) 255-5010,https://www.bcgov.net/departments/Community-Services/animal-services,255 Shelter Road,Beaufort,29902,County animal shelter serving Beaufort County and the Lowcountry region.
754,South Dakota,SD,Sioux Falls Area Humane Society,Humane Society,info@sfadopt.com,(605) 338-4441,https://www.sfadopt.com,3720 East Benson Road,Sioux Falls,57104,"Serving since 1919, largest animal shelter in eastern South Dakota. Open admission providing safe haven for 8,000+ animals annually. Provides animal control for Sioux Falls and 5 surrounding counties."
755,South Dakota,SD,Humane Society of the Black Hills,Humane Society,info@hsbh.org,(605) 394-4170,https://www.hsbh.org,1820 E St Patrick Street,Rapid City,57703,"Western South Dakota resource for animal adoptions, surrender, reclaim, and licensing. Open admission shelter managing about 4,000 animals annually."
756,South Dakota,SD,Battle Mountain Humane Society,Humane Society,info@battlemountainhumanesociety.org,(605) 745-5997,https://www.battlemountainhumanesociety.org,1370 University Avenue,Hot Springs,57747,"No-kill shelter in the Black Hills area. Rescues abused, homeless, or abandoned dogs and cats. Saves lives of over 500 pets annually."
757,South Dakota,SD,Siouxland Humane Society,Humane Society,info@siouxlandhumanesociety.org,(712) 252-2614,https://www.siouxlandhumanesociety.org,1015 Tri-View Avenue,Sioux City,51103,Siouxland's only open admission full service shelter. Caring for thousands of pets annually. Finds forever homes for 100% of adoptable pets.
758,South Dakota,SD,Heartland Humane Society,Humane Society,info@heartlandhumanesociety.net,(605) 996-4440,https://heartlandhumanesociety.net,515 E 1st Street,Mitchell,57301,Limited-admissions animal shelter committed to providing compassionate care and responsible placement for pets in need.
759,South Dakota,SD,Almost Home Canine Rescue,Rescue,info@almosthomecaninerescue.com,,https://almosthomecaninerescue.com,,Sioux Falls,57104,Dedicated to rescuing homeless animals in South Dakota. Team passionate about cat and dog rescue in Sioux Falls.
760,South Dakota,SD,Sioux Falls Canine Rescue,Rescue,info@sfcaninerescue.org,,https://www.sfcaninerescue.org,,Sioux Falls,57103,Canine rescue organization helping pets and owners in the Sioux Falls area.
761,South Dakota,SD,Aberdeen Area Humane Society,Humane Society,info@aberdeenhumane.org,(605) 226-1200,https://aberdeenhumane.org,2302 South Dakota Street,Aberdeen,57401,"Shelters, treats, and adopts out animals. Organizes community programs and operates as animal protection and welfare group."
762,South Dakota,SD,Brookings Regional Humane Society,Humane Society,info@brookingshumane.org,(605) 692-4361,https://brookingshumane.org,120 W 2nd Street South,Brookings,57006,"Shelters, protects, and fosters adoptions for dogs, cats, and small companion animals."
763,South Dakota,SD,Dakota Dachshund Rescue,Rescue,info@dakotadachshundrescue.com,,https://dakotadachshundrescue.com,,Sioux Falls,57101,Committed to rescuing Dachshunds and placing them in forever homes. Provides humane end-of-life care for rescued canines.
764,South Dakota,SD,Pierre Area Humane Society,Humane Society,info@pierreahs.org,(605) 224-9206,https://pierreahs.org,608 E Capitol Avenue,Pierre,57501,Humane society serving the state capital area and central South Dakota.
765,South Dakota,SD,Watertown Area Humane Society,Humane Society,info@watertownhumane.com,(605) 886-5814,https://watertownhumane.com,201 10th Street NE,Watertown,57201,Humane society serving Watertown and northeastern South Dakota.
766,South Dakota,SD,Yankton County Humane Society,Humane Society,info@yanktonhumanesociety.org,(605) 664-4244,https://yanktonhumanesociety.org,3400 Spruce Street,Yankton,57078,Humane society serving Yankton County and southeastern South Dakota.
767,South Dakota,SD,Pennington County Sheriff's Office Animal Control,Animal Control,animalcontrol@pennco.org,(605) 394-6113,https://www.pennco.org/animal-control,300 Kansas City Street,Rapid City,57701,County animal control serving Pennington County in the Black Hills area.
768,South Dakota,SD,Warhorse Liberation,Rescue,info@warhorseliberation.org,,https://warhorseliberation.org,,Rapid City,57701,Saves horses from slaughter and provides free equine-assisted therapy to veterans.
769,Tennessee,TN,Nashville Humane Association,Humane Society,info@nashvillehumane.org,(615) 352-1010,https://nashvillehumane.org,213 Oceola Avenue,Nashville,37209,"Since 1946, dedicated to aiding sick, homeless and at-risk shelter pets. Voted Nashville's Favorite Place to Adopt with 98% save rate."
770,Tennessee,TN,Humane Society of Memphis and Shelby County,Humane Society,info@memphishumane.org,(901) 937-3900,https://memphishumane.org,935 Farm Road,Memphis,38134,"Rescues and adopts animals, promotes humane treatment through education. Provides low-cost vaccines and affordable spay/neuter for Shelby County residents."
771,Tennessee,TN,Humane Society of the Tennessee Valley,Humane Society,info@humanesocietytennessee.org,(865) 573-9675,https://humanesocietytennessee.org,6717 Kingston Pike,Knoxville,37919,Committed to joining companion animals and people who love them. Supports 55 partner shelters and transfers animals from throughout the state.
772,Tennessee,TN,Young-Williams Animal Center,Shelter,info@young-williams.org,(865) 215-6599,https://young-williams.org,3201 Division Street,Knoxville,37919,"One of the largest animal welfare organizations in East Tennessee. Provides shelter, adoption, and community programs."
773,Tennessee,TN,SPCA of Tennessee,Spca,info@spcatn.org,(615) 371-9206,https://spcatn.org,220 Seaboard Lane,Brentwood,37027,501(c)(3) non-profit founded 20 years ago. Foster-based rescue run by volunteers helping all 96 Tennessee counties.
774,Tennessee,TN,Humane Educational Society,Humane Society,info@heschatt.org,(423) 624-5302,https://www.heschatt.org,212 North Highland Park Avenue,Chattanooga,37404,"Nonprofit providing adoption services, animal protection, cruelty investigation, and pet licenses for Hamilton County. Educates public on proper animal care."
775,Tennessee,TN,Metro Animal Care and Control,Animal Control,animalcare@nashville.gov,(615) 862-7928,https://www.nashville.gov/departments/health/animal-care-and-control,5125 Harding Place,Nashville,37211,Metro Nashville's official animal care and control facility providing shelter services and animal welfare programs.
776,Tennessee,TN,Memphis Animal Services,Animal Control,animalservices@memphistn.gov,(901) 636-1416,https://www.memphistn.gov/animal-services,2350 Appling City Cove,Memphis,38133,"City of Memphis animal services providing shelter, adoption, and animal control services."
777,Tennessee,TN,Sevier County Humane Society,Humane Society,info@sevierhumane.org,(865) 453-7000,https://sevierhumane.org,222 New Era Road,Sevierville,37862,"Inspires community compassion and respect for animals. Improves quality of life through education, spay/neuter, and adoption services."
