name,ein,street,city,state,zip
CHESAPEAKE CATS & DOGS INCORPORATED,205858673,326 WYE MILLS RD,QUEENSTOWN,MD,21658-1517
CASEYS HOUSE INC,205866187,161 PINE GROVE RD,BLUEMONT,VA,20135-4703
CALHOUN COUNTY ANIMAL CENTER INC,205870763,165 UNION ST S,BATTLE CREEK,MI,49014-4952
KENTUCKY EQUINE HUMANE CENTER INC,205883736,1713 CATNIP HILL RD,NICHOLASVILLE,KY,40356-9769
IVELOLHARELE RETIREMENT SANCTUARY INC,205886366,W2317 E JEFFERSON RD,CHILTON,WI,53014-9671
PUREBRED RESCUE AND RELOCATIONSOCIETY INC,205897596,12112 CHESTERDALE RD,CINCINNATI,OH,45246-2042
EARPS INC,205906264,PO BOX 68477,INDIANAPOLIS,IN,46268-0477
FURRY FEET RESCUE INC,205926010,771 S COTTONWOOD RD,WALNUTPORT,PA,18088-9558
FOREVER PETS,205929581,2317 21 MILE RD,KENT CITY,MI,49330-9008
HOMEWARD BOUND ANIMAL RESCUE,205968213,1420 WELLGATE LN,MECHANICSBURG,PA,17055-6758
COLONIAL ROTTWEILER CLUB INCORPORATED,205984070,15444 PINEHURST FOREST DR,MONTPELIER,VA,23192-2323
RUGBY CREEK ANIMAL RESCUE INC,205995074,1314 RUGBY RD,MOUTH WILSON,VA,24363-3689
SOUTHERN STATES MASTIFF FANCIERS CHARITABLE TR,206433894,1280 CARRIAGE HOUSE LN APT F,GASTONIA,NC,28054-2173
JANET SIMPSON TR FBO HUMANE SOCIETY OF MO UA 08091987,206624258,200 E HOMER ADAMS PARKWAY,ALTON,IL,62002-5926
SPOILED ACRES RESCUE INC,208001994,501 4TH ST,AURORA,IN,47001-1243
VEREINIGTER CANAM DEUTSCH KURZHAARKLUB,208038366,100 CREEKWOOD DR,LAKE ORION,MI,48362-1150
PROUD DREAMS FARM INC,208063154,235 BLACK STALLION RD,TOWNSEND,DE,19734-9293
ST CROIX CHAPTER OF NAVHDA,208070471,123 COUNTY ROAD JJ,RIVER FALLS,WI,54022-5614
CALEDONIA SPORTSMANS CLUBFOUNDATION,208074204,PO BOX 162,CALEDONIA,MI,49316-0162
SEBASTIAN FOUNDATION FOR ANIMALRESCUE,208079696,121 RIDGEWOOD CT,COLUMBIA,PA,17512-9347
LUCKY PAWS ANIMAL RESCUE,208090102,5855 WICKFIELD DR,PARMA HEIGHTS,OH,44130-2172
REAL ROTT RESCUE,208104076,423 STATE RT 42 N,POLK,OH,44866-0000
INDIANA RANCH HORSE ASSOCIATION,208120857,16252 MISSISSIPPI ST,LOWELL,IN,46356-9577
WHISKER RESCUE,208124133,536 78TH AVE NE,SPRING LK PK,MN,55432-2700
ALL DOG RESCUE,208139525,PO BOX 17343,MINNEAPOLIS,MN,55417-0343
LUNAS HOUSE INC,208184278,PO BOX 802,ABINGDON,MD,21009-0802
ENCHANTED HAVEN HORSE RESCUE,208199348,12840 RIVER RD,RIDGELY,MD,21660-1659
HENRY COUNTY HUMANE SOCIETY,208215320,14606 ROOS HILL RD,GENESEO,IL,61254-8314
SECOND HOPE RESCUE INC,208217642,PO BOX 137,LEONARDTOWN,MD,20650-0137
FRIENDS FOR LIFE CAT RESCUE INC,208218616,8150 BALL RD,FREDERICK,MD,21704-7754
ROCKET ANGEL ITALIAN GREYHOUNDRESCUE,208238556,34 MILLER ST,WINSTON SALEM,NC,27104-4212
TIGER WORLD INC,208246984,4400 COOK RD,ROCKWELL,NC,28138-7583
CAROLINA PET ADOPTION AND WELFARE INC,208254202,PO BOX 365,WAXHAW,NC,28173-1045
SHIH TZU FANCIERS OF GREATERBALTIMORE,208267271,1415 FOREST VIEW RD,CONWAY,SC,29527-4881
LUV 4 K9S,208276754,PO BOX 10586,DAYTON,OH,45402-7586
MITCHELL MILL ANIMAL HOSPITAL RESCUE INC,208332138,4012 MITCHELL MILL RD,RALEIGH,NC,27616-8732
BLUE RIDGE RETRIEVER CLUB INC,208344151,1881 AMBERFIELD DR,CHARLOTTESVLE,VA,22911-7563
ANICIRA VETERINARY CENTER,208358468,1992 MEDICAL AVE,HARRISONBURG,VA,22801-3436
FRIENDS OF THE UNION COUNTY ANIMALSHELTER INC,208366081,PO BOX 322,WINGATE,NC,28174-0322
GREATER INDIANPOLIS BRITTANY CLUBINC,208370322,9850 N 400 W,CARTHAGE,IN,46115-9450
HUNTING WORKING AIREDALES,208393038,239 MAPLE TREE RD,DALLAS,PA,18612-2423
FRANTZ L DANTZLER FRIENDS FOR LIFEFUND INC,208406358,51270 LILAC RD,SOUTH BEND,IN,46628-9383
CITY RANCH INC,208408685,2601 TALBOT RD APT 1,BALTIMORE,MD,21216-1600
SANDHILLBEAGLES RESCUE,208418778,2985 STALLINGS RD,MACCLESFIELD,NC,27852-9528
HICKORY HILL K-9 RESCUE INC,208425887,9126 HICKORY HILL RD,ASHLAND,VA,23005-7332
SHELTER TO HOME INC,208433573,266 OAK ST,WYANDOTTE,MI,48192-5127
ITTY BITTY KITTY INC,208472032,878 MINESITE RD,ALLENTOWN,PA,18103-9206
MIDWEST ANIMAL RESCUE & SERVICES -PUPPY RESCUE OF MINNESOTA,208496665,4112 83RD AVE N,BROOKLYN PARK,MN,55443-2530
SHILOH FARM MINISTRY,208521431,439 COMMUNITY DR,GOLDSBORO,NC,27530-9483
SAVANNAH S ANGELS INC,208525440,PO BOX 8166,DUCK,NC,27949-8166
AMERICAN RUSSELL TERRIER CLUB INC,208533058,5946 HARBERT RD,SAWYER,MI,49125-9134
FRIENDS OF FLICKA,208540209,14785 OSTLUND TRL N,MARINE ST CRX,MN,55047-9785
ANIMAL KINGDOM FOUNDATION OFCOMPASSION CARE AND CONCERN,208541686,100 ELDEN ST STE 11,HERNDON,VA,20170-4833
OUR LIL BIT OF HEAVEN ANIMAL RESCUE AND SANCTUARY INC,208553432,4259 MANGUS RD,POLAND,IN,47868-7123
STAR SAVING THE ANIMALS OF ROWAN INC,208575595,P O BOX 454,MOREHEAD,KY,40351-0000
HUSKERLAND MUSKIE HUNTERS CHAPTER 5 3 OF MUSKIES INC,208595236,1006 TWIN RIDGE RD,LINCOLN,NE,68510-5055
DAKOTA DACHSHUND RESCUE INC,208617462,7505 E MYSTIC DR,SIOUX FALLS,SD,57110-6256
RASCAL CHARITIES INC,208621342,6365 OLD AVERY RD STE 9,DUBLIN,OH,43016-9293
SCOTT COUNTY HUMANE SOCIETYINCORPORATED,208655822,PO BOX 1535,GATE CITY,VA,24251-1535
ANIMAL CARE AND ASSISTANCE FUND,208667061,109 PEPPERGRASS RD,BADEN,PA,15005-2563
BORDERS WITHOUT BOUNDARIES RESCUE,208671625,239 N VALENTINE ST,VALENTINE,NE,69201-1937
POTOMAC HIGHLANDS BEEKEEPERS ASSOCIATION,208692501,16 FRANKLIN ST NE,WASHINGTON,DC,20002-1008
HAVE A HEART DOG RESCUE & ADOPTION,208697246,PO BOX 187,ELWOOD,IL,60421-0187
PAWS FOR LIFE FOUNDATION INC,208709110,110 HARVEST LN,READING,PA,19606-2430
RETRO DOGGY RESCUE,208723939,1750 LYKA,COMMERCE TWP,MI,48382-1864
ILLINOIS REINING HORSE ASSOCIATION,208724762,9400 108TH ST W,TAYLOR RIDGE,IL,61284-9798
LAST DAY DOG RESCUE INC,208736110,PO BOX 51935,LIVONIA,MI,48151-5935
ANIMALS ANGELS INCORPORATED,208780367,PO BOX 1056,WESTMINSTER,MD,21158-5056
PLEASURE ISLAND PAWS,208780587,813 KURE VILLAGE WAY,KURE BEACH,NC,28449-4900
TIPPECANOE & RALLY TOO INC,208786035,PO BOX 53,DAYTON,IN,47941-0053
BROTHER WOLF ANIMAL RESCUE INC,208787719,PO BOX 8195,ASHEVILLE,NC,28814-8195
HIGH PLAINS P A W PEOPLE FOR ANIMAL WELFARE INC,208795106,PO BOX 592,SIDNEY,NE,69162-0592
CLUMBER SPANIEL HEALTH FOUNDATIONINC,208800926,212 LIMESTONE LN,WILLOW GROVE,PA,19090-1609
ARK OF HOPE RESCUE,208803503,13400 ARCTIC RIDGE LN SE,OLDTOWN,MD,21555-1035
CATNIP ACRES INC,208814996,1159 MORRIS ST,WAYNESBURG,PA,15370-8148
PURRFECT DIAMONDS IN THE RUFF INC,208852318,1459 BELLE MEADE RD,COPLEY,OH,44321-1805
GUNNERS RUN RESCUE INC,208902823,699 W MILL ST,RUMA,IL,62278-2713
MACOMB KENNEL CLUB,208915158,7232 STONEYBROOK CT,WASHINGTON,MI,48094-2190
SYMPHONY ANIMAL FOUNDATION,208967065,410 TIDAL CT,SWANSBORO,NC,28584-9509
DIAMONDS IN THE RUFF CANINE RESCUE,208968273,PO BOX 10033,GOLDSBORO,NC,27532-0033
RESOURCE FOR IGUANA CARE ANDADOPTION INC,208989281,896 JESSAMINE AVE E,SAINT PAUL,MN,55106-2639
LOVING HEART ANIMAL SHELTER,211278275,419 ATWOOD DR,LAFAYETTE,IN,47905-0704
WHAT WE DO FOR THE LOVE OF PETS,215731524,16143 ILENE ST,DETROIT,MI,48221-2811
ANIMAL CARE FUND,221837635,353 SANCTUARY HILL LN,E SMITHFIELD,PA,18817-7722
SPAY AND SAVE INC,222437502,PO BOX 122,LAFAYETTE HL,PA,19444-0122
NORTHERN LANCASTER COUNTY GAME AND FISH PROTECTIVE ASSOCIATION,222481077,180 FOREST RD,DENVER,PA,17517-9484
ANIMALS AND SOCIETY INSTITUTE INC,222527462,PO BOX 7321,ANN ARBOR,MI,48107-7321
THE WILLIAM AND CHARLOTTE PARKS FOUNDATION FOR ANIMAL WELFARE,222552893,4300 COX RD,GLEN ALLEN,VA,23060-3358
NORTH AMERICAN HUNTING RETRIEVER,222565262,PO BOX 5159,FREDERICKSBRG,VA,22403-0159
EASTERN PENNSYLVANIA REINING HORSE ASSOCIATION,222608937,18 CARLISLE ST STE 204,GETTYSBURG,PA,17325-1823
INTERNATIONAL FOUNDATION FOR ETHICAL RESEARCH INC,222628153,444 N WELLS ST STE 406,CHICAGO,IL,60654-4594
HILLSIDE SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,222723191,PO BOX 233,POTTSVILLE,PA,17901-0233
NEWFOUNDLAND CLUB OF AMERICA INC,222858819,1004 HIGHWAY 78,MOUNT HOREB,WI,53572-0000
BORDER TERRIER CLUB OF AMERICA INC,223330586,4808 W SUNNYSLOPE RD,EDINA,MN,55424-1167
CAT FANCIERS ASSOCIATION FOUNDATION INC,223372295,260 E MAIN ST,ALLIANCE,OH,44601-2423
S O S SAVE OUR STRAYS ASSOCIATION,223483849,27 TEAL CT,BREVARD,NC,28712-9104
SOCIETY FOR THE ADVANCEMENT OF PET PIGS INC,223597250,PO BOX 498,RUSHLAND,PA,18956-0498
THE LEATHERBACK TRUST INC,223741033,5736 KINLOCK PL,FORT WAYNE,IN,46835-8826
THE WILDCAT SANCTUARY,223857401,PO BOX 314,SANDSTONE,MN,55072-0314
CATNAP FROM THE HEART INC,223860113,1101 BEACH AVE,LA GRANGE PK,IL,60526-1275
WILDBIRDS IN NORTHERN KENTUCKY INC,223877256,10626 SEDCO DR,UNION,KY,41091-9245
NORTHERN NECK KENNEL CLUB OF VIRGINIA,223886368,PO BOX 751,HEATHSVILLE,VA,22473-0751
EVER AFTER RESCUE AND SANCTUARY INC,223887950,PO BOX 226,LITTLEFORK,MN,56653-0226
RAINBOW CONNECTION ANIMAL FOUNDATION INC,223894859,PO BOX 94143,CLEVELAND,OH,44101-6143
FONDAS FOUNDLINGS,223915532,1956 NORWOOD LN,STATE COLLEGE,PA,16803-1326
A BUDDY FOR LIFE INC,223921170,16 CORNWALL RD,NEW CASTLE,DE,19720-2311
SPEAK UP FOR HORSES INC,223934818,5850 HIGHWAY 17 N,DE MOSSVILLE,KY,41033-9179
AMERICAN ANTI-VIVISECTION SOCIETY,230341990,801 OLD YORK RD STE 204,JENKINTOWN,PA,19046-1611
PENNSYLVANIA SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,231352269,350 E ERIE AVE,PHILADELPHIA,PA,19134-1013
ZOOLOGICAL SOCIETY OF PHILADELPHIA,231352298,3400 W GIRARD AVE,PHILADELPHIA,PA,19104-1139
WOMENS HUMANE SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,231352585,3839 RICHLIEU RD,BENSALEM,PA,19020-2116
BUCKS COUNTY SOCIETY FOR PREVENTION OF CRUELTY TO ANIMALS,231365196,PO BOX 277,LAHASKA,PA,18931-0277
LEHIGH COUNTY HUMANE SOCIETY,231365372,640 DIXON ST,ALLENTOWN,PA,18103-4935
BRANDYWINE VALLEY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,231381030,1212 PHOENIXVILLE PIKE,WEST CHESTER,PA,19380-4045
HUMANE PENNSYLVANIA,231384936,1729 N 11TH ST,READING,PA,19604-1502
HAWK MOUNTAIN SANCTUARY ASSOCIATION,231392700,1700 HAWK MOUNTAIN RD,KEMPTON,PA,19529-9379
YORK COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,231399588,3159 N SUSQUEHANNA TRL,YORK,PA,17406-7922
FRANCISVALE HOME FOR SMALLER ANIMALS,231413676,328 UPPER GULPH RD,RADNOR,PA,19087-3761
ANIMAL RESCUE LEAGUE OF BERKS COUNTY INC,231417505,58 KENNEL RD,BIRDSBORO,PA,19508-8302
MONTGOMERY COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,231425036,19 E RIDGE PIKE,CONSHOHOCKEN,PA,19428-2116
DELAWARE COUNTY SOCIETY FOR THE PREV OF CRUELTY TO ANIMALS,231440112,555 SANDY BANK RD,MEDIA,PA,19063-1334
HUMANE SOCIETY OF LEBANON CO FBO THE PREVENTION CRUELTY TO ANIMALS,231680419,150 N RAMONA RD,MYERSTOWN,PA,17067-2151
NORRISTOWN ZOOLOGICAL SOCIETY,231970067,1661 HARDING BLVD,NORRISTOWN,PA,19401-2974
PHILADELPHIA DOG TRAINING CLUB INC,232015795,3644 DARBY RD,BRYN MAWR,PA,19010-2008
ANIMALS IN DISTRESS,232036091,PO BOX 609,COOPERSBURG,PA,18036-0609
PENNSYLVANIA RAPTOR & WILDLIFE ASSOCIATION INC,232042372,7 ALLEGHENY RD,MOUNT BETHEL,PA,18343-5700
ADAMS COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,232044352,11 GOLDENVILLE RD,GETTYSBURG,PA,17325-8108
GARDEN CLUB FEDERATION OF PENNSYLVANIA,232055627,1471 HARMONYVILLE RD,POTTSTOWN,PA,19465-8546
LYCOMING AUDUBON SOCIETY INC,232065625,PO BOX 4053,WILLIAMSPORT,PA,17701-0653
THE AARK WILDLIFE REHABILITATION AND EDUCATION CENTER INC,232090486,1531 UPPER STUMP RD,CHALFONT,PA,18914-1715
SOCIETY FOR PRESERVATION OF ANIMAL,232099002,PO BOX 855,CAMP HILL,PA,17001-0855
SOUTH MOUNTAIN AUDUBON SOCIETY,232169938,PO BOX 3671,GETTYSBURG,PA,17325-0671
SPAY NEUTER ASSISTANCE PROGRAM INC,232172084,PO BOX 126702,HARRISBURG,PA,17112-6702
ANIMAL RESCUE INCORPORATED,232180310,2 HERITAGE FARM DR,NEW FREEDOM,PA,17349-9311
PENNSYLVANIA WILDLIFE FEDERATION INC,232185744,2426 N 2ND ST,HARRISBURG,PA,17110-1104
PENNSYLVANIA HORSE SHOW ASSOCIATION,232190157,PO BOX 553,CHESTER SPRGS,PA,19425-0553
BUCKS COUNTY KENNEL CLUB INC,232210748,435 JUNIPER ST,WARMINSTER,PA,18974-4722
HARRISBURG KENNEL CLUB INC,232214596,1330 BULL VALLEY RD,ASPERS,PA,17304-9769
HELEN OPPERMAN KRAUSE ANIMAL FOUNDATION INC,232214917,PO BOX 311,MECHANICSBURG,PA,17055-0311
BAIRD ORNITHOLOGICAL CLUB,232240231,100 FRANTZ QUART,MORGANTOWN,PA,19543-0000
ORGANIZATION FOR RESPONSIBLE CARE OF ANIMALS,232250613,610 N LIME ST,LANCASTER,PA,17602-2218
PNC CORPORATION,232274586,1604 LOCUST STREET 4TH FLOOR,PHILADELPHIA,PA,19103-0000
CHESTER COUNTY BEEKEEPERS ASSOCIATION,232278967,1118 COTSWOLD LN,WEST CHESTER,PA,19380-3704
PA PETS INC,232282512,203 E 5TH ST,BLOOMSBURG,PA,17815-2308
OBEDIENCE TRAINING CLASS OF HARRISBURG,232316883,PO BOX 452,CAMP HILL,PA,17001-0452
TUNKHANNOCK BEAGLE CLUB,232326494,350 FREAR HILL RD,TUNKHANNOCK,PA,18657-1753
DELAWARE VALLEY RAPTOR CENTER INC,232469041,416 CUMMINS HILL RD,MILFORD,PA,18337-9469
NORTH PENN BEAGLE CLUB,232501483,1254 COBBLER RD,QUAKERTOWN,PA,18951-5620
LARGE ANIMAL PROTECTION SOCIETY INC,232513767,PO BOX 243,WEST GROVE,PA,19390-0243
POCONO WILDLIFE REHABILITATION CENTER,232524389,1161 CHERRY DR,STROUDSBURG,PA,18360-6778
SCRANTON ANIMAL SHELTER ASSOCIATION INCORPORATION,232527228,PO BOX 3784,SCRANTON,PA,18505-0784
HOPE FOR THE ANIMALS,232563566,894 SLATE HILL RD,YARDLEY,PA,19067-1854
DOBERMAN PINSCHER RESCUE OF PA INC,232583446,1239 SAINT FRANCIS RD,BEL AIR,MD,21014-2024
SUSQUEHANNA TACTICAL REGIONAL INTERAGENCY K-9 ENFORCEMENT INC,232586902,PO BOX 61,WEST MILTON,PA,17886-0061
KRUISIN KANINES OF PERKASIE INC,232597694,713 DUBLIN RD,PERKASIE,PA,18944-3033
TRI-STATE WALKING HORSE ASSOCIATION INC,232608450,731 ORCHARD RD,MANHEIM,PA,17545-9275
PETS IN NEED INC,232624347,PO BOX 203,NAZARETH,PA,18064-0203
GREYHOUND CLUB OF AMERICA,232625079,5602 BACON RD,PETERSBURG,MI,49270-9308
FARMERS UNION COMPANY FOR THE RECOVERY OF STOLEN HORSES AND,232632175,PO BOX 162,FAIRVIEW VLG,PA,19409-0162
THE EASTERN CHAPTER OF THE FDN FOR THE NORTH AMERICAN WILD SHEEP,232640001,145 HUGHES DR,ALTOONA,PA,16601-7519
MUMMASBURG ATHLETIC ASSOCIATION INC,232642331,2501 MUMMASBURG RD,GETTYSBURG,PA,17325-0000
INTERSTATE SHETLAND SHEEPDOG CLUB OF PENNSYLVANIA SOUTHERN NEW JERSE,232653037,4106 BARBERRY DR,LAFAYETTE HL,PA,19444-1202
NATIONAL GREYHOUND ADOPTION PROGRAM INC,232664960,10901 DUTTON RD,PHILADELPHIA,PA,19154-3203
LYCOMING ANIMAL PROTECTION SOCIETY INC,232675714,630 WILDWOOD BLVD,WILLIAMSPORT,PA,17701-6900
MONROE ANIMAL LEAGUE,232706492,PO BOX 23,STROUDSBURG,PA,18360-0023
OPERATION SCARLET INC,232707881,PO BOX 8463,LANCASTER,PA,17604-8463
DELAWARE VALLEY DOBERMAN PINSCHER ASSISTANCE INC,232710224,357 3RD AVE,PHOENIXVILLE,PA,19460-3836
SECOND CHANCE WILDLIFE CENTER,232721613,114 SCHLESSER RD,FACTORYVILLE,PA,18419-2107
HELPING HANDS FOR ANIMALS,232726885,965 MAY POST OFFICE RD,STRASBURG,PA,17579-9729
ALTERNATIVES FOR RESEARCH AND DEVELOPMENT FOUNDATION,232740843,801 OLD YORK RD STE 218,JENKINTOWN,PA,19046-1611
GREEN SPRINGS ROD & GUN CLUB INC,232751348,645 LEDGER DR,HANOVER,PA,17331-9828
WOLF SANCTUARY OF PA INC,232765777,465 SPEEDWELL FORGE RD,LITITZ,PA,17543-9537
WILDLIFE RESCUE,232768493,PO BOX 604,NICHOLSON,PA,18446-0604
DELAWARE VALLEY GOLDEN RETRIEVER RESCUE INC,232775413,60 VERA CRUZ RD,REINHOLDS,PA,17569-9713
OCEAN MAMMAL INSTITUTE,232777757,714 MOHNS HILL RD,READING,PA,19608-9032
SAUCON VALLEY BOXER CLUB,232790478,4212 ENDERS WAY,DOYLESTOWN,PA,18902-5641
TROUT UNLIMITED,232798646,PO BOX 91,SHILLINGTON,PA,19607-0091
DELAWARE VALLEY SIBERIAN HUSKY RESCUE INC,232811585,PO BOX 773,HORSHAM,PA,19044-0773
THE MEOW HOUSE,232812244,314 DECKMAN HOLLOW RD,WILLIAMSPORT,PA,17701-8813
ONE-BY-ONE INC,232815879,PO BOX 272,TEMPLE,PA,19560-0272
LEHIGH RIVER STOCKING ASSOCIATION INC,232817844,PO BOX 203,DANIELSVILLE,PA,18038-0203
THE SPAYED CLUB,232822590,13 TALL TREE CIR,BROOMALL,PA,19008-1027
RUTH STEINERT MEMORIAL SOCIETY FOR THE PREVENTION OF CRUELTY TO,232834652,PO BOX 332,SCHUYKL HAVN,PA,17972-0332
FORGOTTEN FELINES & FIDOS INC,232851240,PO BOX 62,GERMANSVILLE,PA,18053-0062
RED CREEK WILDLIFE CENTER INC,232865324,300 MOONHILL DR,SCHUYKL HAVN,PA,17972-9622
SAVE THE CATS,232868927,2032 BROOKSHIRE RD,FURLONG,PA,18925-1273
FAR POINT ANIMAL RESCUE,232884554,1105 RED HILL RD,PORT TREVORTN,PA,17864-9691
FRIENDS OF THE HEINZ WILDLIFE REFUGE AT TINICUM,232889425,8601 LINDBERGH BLVD,PHILADELPHIA,PA,19153-2501
ANIMAL RESCUE & REFERRAL INC,232897150,PO BOX 16,RICHBORO,PA,18954-0016
GOING HOME GREYHOUNDS INC,232914530,PO BOX 513,WEXFORD,PA,15090-0513
CARBON COUNTY FRIENDS OF ANIMALS,232924787,77 W 13TH ST,JIM THORPE,PA,18229-1813
DONEGAL FISH AND CONSERVATION ASSOCIATION,232929784,PO BOX 71,MOUNT JOY,PA,17552-0071
LEG UP FARM INC,232931834,4880 N SHERMAN STREET EXT,MOUNT WOLF,PA,17347-9637
STRAY CAT BLUE INC,232943833,PO BOX 18,COLMAR,PA,18915-0018
PENNSYLVANIA AVICULTURAL SOCIETY,232946323,312 WHITE PINE DR,STROUDSBURG,PA,18360-8104
ANIMAL CARE ASSOCIATION INC SPCA,232948276,312 S VALLEY AVE,OLYPHANT,PA,18447-2043
CAT ANGEL NETWORK INC,232957541,PO BOX 3071,POTTSTOWN,PA,19464-0957
PEACEABLE KINGDOM INC,232958207,PO BOX 424,WHITEHALL,PA,18052-0424
TAILS END FARM ANIMAL RESCUE,232959882,845 NEW BRIDGEVILLE RD,WRIGHTSVILLE,PA,17368-8812
COMMUNITY ANGEL NETWORK,232961485,550 BEAVER RD,JEANNETTE,PA,15644-3124
HOMELESS CAT MANAGEMENT TEAM INCORPORATED,232972093,PO BOX 100203,PITTSBURGH,PA,15233-0203
SOUTHEASTERN PA - DELAWARE HOUSE RABBIT SOCIETY L L C,232983489,478 E AYRE ST,WILMINGTON,DE,19804-2513
PET ADOPTION & LIFECARE SOCIETY,232989313,42 BERKELEY RD,DEVON,PA,19333-0000
KITZ & KATZ ANIMAL FOUNDATION INC,232993930,3852 EAGLE RIDGE CT,HANOVER,PA,17331-8591
GERMAN SHEPHERD RESCUE OF SOUTHEASTERN PENNSYLVANIA,232998067,9012 CARGILL LN,PHILADELPHIA,PA,19115-4021
PENNSYLVANIA EQUINE FOUNDATION,233007348,137 HOGAN DR,ZELIENOPLE,PA,16063-3719
MAIN LINE RESCUE INC,233017210,PO BOX 89,CHESTER SPRGS,PA,19425-0089
CANINE ARE GUARDIAN ANGELS,233018329,PO BOX 164,GILBERT,PA,18331-0164
AUSSIE RESCUE & PLACEMENT HELPLINE INC,233020945,114 DILLMUTH RD,HONESDALE,PA,18431-7501
TAIL BLAZERS AGILITY CLUB OF THE BRANDYWINE VALLY PENNSYLVANIA INC,233033785,PO BOX 4,WYNNEWOOD,PA,19096-0004
WILLING HEARTS DAL RESCUE INC,233036697,PO BOX 11,ROYERSFORD,PA,19468-0011
NORTH AMERICAN TECKEL CLUB,233042868,9621 BACHELOR RD,KUTZTOWN,PA,19530-8570
YORK COUNTY DOG TRAINING CLUB,233043404,1661 EMERALD AVE,YORK,PA,17408-4403
LAMANCHA,233052370,PO BOX 656,UNIONVILLE,PA,19375-0656
LAST CHANCE RANCH,233054817,9 BECK RD,QUAKERTOWN,PA,18951-4725
EAST COAST EXOTIC ANIMAL RESCUE INC,233055373,320 ZOO RD,FAIRFIELD,PA,17320-9242
QUEEN CITY TROUT NURSERY INC,233057410,2901 FISH HATCHERY RD,ALLENTOWN,PA,18103-9279
POCONO ANIMAL RESCUE INC,233057546,PO BOX 582,BARTONSVILLE,PA,18321-0582
PIKE COUNTY HUMANE SOCIETY INC,233058830,189 LEE RD,SHOHOLA,PA,18458-2200
FIRST STATE GREYHOUND RESCUE INC,233060911,PO BOX 67,BLANDON,PA,19510-0000
ANIMAL RESOURCE CENTER,233069063,PO BOX 439,BLOOMSBURG,PA,17815-0439
EQUINE PROTECTION NETWORK INC,233071389,PO BOX 232,FRIEDENSBURG,PA,17933-0232
BINGO S FOUNDATION LIMITED,233072304,PO BOX 7130,PENNDEL,PA,19047-7130
KITTY COTTAGE ADOPTION CENTER INC,233086025,317 W JOHNSON HWY,NORRISTOWN,PA,19401-1992
Y2K9S DOG SPORTS CLUB INC,233088600,601 DAVISVILLE ROAD,WILLOW GROVE,PA,19090-1528
CAT SHACK INC,233090459,PO BOX 950,TREXLERTOWN,PA,18087-0950
ANIMAL HOUSE PROJECT,233098089,72 ROBINSON ST,POTTSTOWN,PA,19464-6440
DELCO ANGLERS AND CONSERVATIONISTS,236275931,567 LAMP POST LN,ASTON,PA,19014-2629
HUNTINGDON VALLEY KENNEL CLUB,236278202,PO BOX 411,HUNTINGDON VY,PA,19006-0411
THE CENTER FOR ANIMAL HEALTH AND WELFARE,236290430,1165 ISLAND PARK RD,EASTON,PA,18042-9558
CARLISLE BEAGLE CLUB INC,236297625,75 BEAGLE CLUB ROAD,CARLISLE,PA,17013-0000
ANDREA MILLS BARBIERI FOUNDATION,236299918,501 W MERMAID LN,PHILADELPHIA,PA,19118-4205
DELA VAL BRANCH AMER ASSOC FOR LABORATORY ANIMAL SCIENCE,236413812,600 COMMERCE DR,QUAKERTOWN,PA,18951-3731
FLORENCE B LYON-ANTIETAM TR UW,236745998,FARMERS MERCHANTS TRUST PO BOX,CHAMBERSBURG,PA,17201-0000
WASHINGTON COUNTY HUMANE SOCIETY INC,237009054,3650 STATE ROAD 60,SLINGER,WI,53086-9309
HUMANE SOCIETY OF WICOMICO COUNTY INC,237015204,5130 CITATION DR,SALISBURY,MD,21804-1552
RED WING WILDLIFE PROTECTIVE LEAGUE OF RED WING MINNESOTA,237033186,PO BOX 258,RED WING,MN,55066-0258
LYCOMING COUNTY BEAGLE CLUB INC,237040440,PO BOX 437,PICTURE ROCKS,PA,17762-0437
LYCOMING COUNTY YOUTH AND PONY CLUBS INC,237054844,2012 POCO FARM RD,WILLIAMSPORT,PA,17701-8202
FORSYTH HUMANE SOCIETY,237055886,4881 COUNTRY CLUB RD,WINSTON SALEM,NC,27104-4503
DELAWARE VALLEY ORNITHOLOGICAL CLUB,237058391,ACADEMY OF NATURAL SCIENCES,PHILADELPHIA,PA,19103-0000
TROUT AND SALMON FOUNDATION,237059440,4801 S LAWNDALE AVE,CHICAGO,IL,60632-3065
HUMANE SOCIETY OF SUMMIT COUNTY,237060744,7996 DARROW RD,TWINSBURG,OH,44087-6822
DICKINSON COUNTY HUMANE SOCIETY,237063345,5060 LINCOLN AVE,QUINNESEC,MI,49876-8600
NEW CASTLE-HENRY COUNTY ANIMAL SHELTER,237070762,11 MIDWAY DR,NEW CASTLE,IN,47362-1227
NORTH DAKOTA WILDLIFE FEDERATION INC,237071000,PO BOX 1091,BISMARCK,ND,58502-1091
